space,source_index,capacitance_fF,inductance_nH,status,frequency_GHz,linewidth_MHz,failure_kind,failure_stage,failure_message,parameters_sha256
cartesian_grid,"[0,0]",99.99999999999999,5.800000000000001,success,6.418815224724199,4.395413397586897,,,,9f9453b244085c73f54e21a80c2b0c9b538cd02d523a52b219bf9db0883004a5
cartesian_grid,"[0,1]",99.99999999999999,6.000000000000001,success,6.31092748383302,4.2489169613913695,,,,ba2560776dc5750e33a1a78eef651c8ead23adac497f433bd30f23db1432414c
cartesian_grid,"[1,0]",110.0,5.800000000000001,success,6.135903847793649,3.670280662141818,,,,e1af46c399b3da858f97065ade81a595ad93028fca0346ea061c517d38c5fd78
cartesian_grid,"[1,1]",110.0,6.000000000000001,success,6.03277141775688,3.547951422252931,,,,cd810235f963895b949c20ae8ae6305ce4defb21db87a71babb127cc2dff597e
cartesian_grid,"[2,0]",120.0,5.800000000000001,success,5.8873798866205425,3.110838523128994,,,,194fc20b88b6a17404bab74882fb7278cc7a3b9ef59562a526a6677e44af3982
cartesian_grid,"[2,1]",120.0,6.000000000000001,success,5.788424745970317,3.0071545419080508,,,,a886a9fe2295ee89784be0364521ae99650b379423f92fd2e694a48705f1d95a
listed_pairs,0,99.99999999999999,5.800000000000001,success,6.418815224724199,4.395413397586897,,,,9f9453b244085c73f54e21a80c2b0c9b538cd02d523a52b219bf9db0883004a5
listed_pairs,1,120.0,6.000000000000001,success,5.788424745970317,3.0071545419080508,,,,a886a9fe2295ee89784be0364521ae99650b379423f92fd2e694a48705f1d95a
