space,source_index,capacitance_fF,inductance_nH,status,frequency_GHz,linewidth_MHz,failure_kind,failure_stage,failure_message,parameters_sha256
capacitance_grid,[0],99.99999999999999,5.800000000000001,success,6.418815224724199,4.395413397586897,,,,9f9453b244085c73f54e21a80c2b0c9b538cd02d523a52b219bf9db0883004a5
capacitance_grid,[1],110.0,5.800000000000001,success,6.135903847793649,3.670280662141818,,,,e1af46c399b3da858f97065ade81a595ad93028fca0346ea061c517d38c5fd78
capacitance_grid,[2],120.0,5.800000000000001,success,5.8873798866205425,3.110838523128994,,,,194fc20b88b6a17404bab74882fb7278cc7a3b9ef59562a526a6677e44af3982
